Key,Language,Search Engine,Publication Year,Author,Title,Journal,Pages,Issue,Volume,Notes from Screening,Screened by,Study Area Region,Study Area Continent,Studied Taxa - Kingdom,Studied Taxa - Phylum,Studied Taxa - Class,Studied Taxa - Order,Studied Taxa - Family,Studied Taxa - Genus,Study Taxa - Species,Species of Conservation Concern?,Non-Native Species?,Topic Notes (if other),Analyses Notes (if other),Data Type Notes (if other),iNaturalist Data Role,iNaturalist Projects,No tags because,Notes,Entered by,Assigned to,Study Area Country,Paper Topic,Analyses Conducted,iNaturalist Data Type
6H4BRAUR,english,Google Scholar,2016,"Camps, David; Villero, Dani; Ruiz-Olmo, Jordi; Brotons, Lluís","Niche constraints to the northwards expansion of the common genet (Genetta genetta, Linnaeus 1758) in Europe",Mammalian Biology,399–409,NA,81,NA,Thomas,NA,Europe,Animalia,Chordata,Mammalia,Carnivora,Viverridae,Genetta,genetta,No,No,visual classification,NA,NA,Could Not Determine,No,NA,NA,Quentin,Quentin,NA,Species Distribution/Range,Species Distribution,Observation Data
6HJ62P5J,english,Google Scholar,2022,"Teles, Wanderson Siqueira; Silva, Daniel de Paiva; Vilela, Bruno; Lima-Junior, Dilermando Pereira; Pires-Oliveira, João Carlos; Miranda, Marcel Sabino",How Will the Distributions of Native and Invasive Species Be Affected by Climate Change? Insights from Giant South American Land Snails,Diversity,467,6,14,NA,Brittany,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,No,visual classification,NA,NA,Minor Data Source,No,NA,NA,Sam,Sam,NA,Other,Image Analysis,Imagery
6HPYJAQK,english,Google Scholar,2023,"Zhang, Junsong; Gao, Linsheng; Li, Hao; Zhou, Hao",Long-Tailed Recognition by Hierarchical Rebalancing Dual-Classifier,IEEE Access,123�130,NA,168,NA,Brittany,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,No,visual classification,NA,NA,Minor Data Source,No,NA,Article tests deep learning algorithms on long-tailed imagery datasets,Brittany,Brittany,NA,Other,Image Analysis,Imagery
6I6LH936,english,Google Scholar,2022,"Journé, Valentin; Andrus, Robert; Aravena, Marie-Claire; Ascoli, Davide; Berretti, Roberta; Berveiller, Daniel; Bogdziewicz, Michal; Boivin, Thomas; Bonal, Raul; Caignard, Thomas; others","Globally, tree fecundity exceeds productivity gradients",Ecology letters,1471–1482,6,25,NA,Brittany,NA,Global,Plantae,Tracheophyta,NA,NA,NA,NA,NA,No,No,visual classification,NA,NA,Minor Data Source,Yes,NA,Only 1% of data added from the MASTIF project. All trees it appears,Corey,Corey,NA,Biology/Behavior,Image Analysis,Imagery
6J2QUSZZ,english,Google Scholar,2021,"Vrettos, Michelle; Reynolds, Chevonne; Amar, Arjun",Malar stripe size and prominence in peregrine falcons vary positively with solar radiation: support for the solar glare hypothesis,Biology Letters,20210116,6,17,obs used,Mark,California Channel Islands,North America,Animalia,Chordata,Aves,Falconiformes,Falconidae,Falco,peregrinus,No,No,NA,NA,NA,Major Data Source,No,NA,NA,Sam,Sam,United States,Biology/Behavior,Image Analysis,Imagery
6J8CVZPY,english,Google Scholar,2022,"Żurawlew, Przemyslaw; Kutera, Marcin; Orzechowski, Ryszard; Czyżewski, Szymon; Radzikowski, Pawel; Grobelny, Seweryn; Cymbala, Robert; Kolago, Grzegorz; Malkiewicz, Adam; Bury, Jaroslaw; others","The European mantis Mantis religiosa (Linnaeus, 1758)(Mantodea: Mantidae) in Polandâthe present status and changes in range",Fragmenta Faunistica,35–53,1,65,NA,Brittany,NA,Europe,Animalia,Arthropoda,Insecta,Mantodea,Mantidae,Mantis,religiosa,No,No,NA,NA,NA,Minor Data Source,No,NA,NA,Shawan,Shawan,Poland,Species Distribution/Range,Species Distribution,Observation Data
6KBFDZBV,english,Google Scholar,2022,"Gural-Sverlova, Nina; Gural, Roman",Shell colouration and different introductions of the land snail Cepaea hortensis (Gastropoda: Helicidae) into Western Ukraine,Folia Malacologica,e15222,1,11,NA,Brittany,Western Ukraine,Europe,Animalia,Mollusca,Gastropoda,Cycloneritida,Helicinidae,Cepaea,hortensis,No,Yes,NA,NA,NA,Main Data Source,No,NA,NA,Shawan,Shawan,Ukraine,Biology/Behavior,Image Analysis,Imagery
6LRMXRLK,english,Google Scholar,2023,"DE LUNA, MANUEL; BOLL, PITER KEHOMA","An annotated checklist of terrestrial flatworms (Platyhelminthes: Tricladida: Geoplanidae) from Mexico, with new records of invasive species from a citizen science platform and a new nomen dubium",Zootaxa,518–532,4,5297,NA,Brittany,NA,North America,Animalia,Platyhelminthes,NA,Tricladida,Geoplanidae,NA,NA,No,Yes,NA,NA,NA,Minor Data Source,No,NA,specifically used iNaturalist Seek,Jackson,Jackson,Mexico,Species Distribution/Range,Descriptive,Observation Data
6LUYKHPR,english,Google Scholar,2023,"Gwate, Onalenna; Canavan, Kim; Martin, Grant D; Richardson, David M; Ralph Clark, V",Assessing habitat suitability for selected woody range-expanding plant species in African mountains under climate change,Transactions of the Royal Society of South Africa,1–15,3,5,NA,Brittany,Great Britain,Africa,Plantae,Tracheophyta,Magnoliopsida,"Fabales, Rosales, Asterales",NA,NA,NA,No,Yes,visual classification,NA,NA,Major Data Source,No,NA,"one part of the paper is about 4 threatened bird species but the other millions of obs they used aren't, not sure if I should write yes for conservation concern. Brittany: Since they have a section in their paper about threatened species, I would say ""yes"" for conservation concern.",Brittany,Sam,United Kingdom,"Climate Change/Environmental Impact, Species Distribution/Range",Species Distribution,Observation Data
6LVTX8HW,english,Google Scholar,2021,"Johri, Shaili; Livingston, Isabella; Tiwari, Anjani; Solanki, Jitesh; Busch, Anissa; Moreno, Isabel; R. Fellows, Sam; Doane, Michael P; Dinsdale, Elizabeth A","Reducing Data Deficiencies: Preliminary Elasmobranch Fisheries Surveys in India, Identify Range Extensions and Large Proportions of Female and Juvenile Landings",Frontiers in Marine Science,619695,1,8,Data posted to iNat for identification,Jackson,NA,South America,Animalia,Chordata,Aves,NA,NA,NA,NA,Yes,No,NA,NA,NA,Minor Data Source,No,NA,NA,Sam,Marina,Chile,Climate Change/Environmental Impact,Descriptive,Observation Data
6LYRUZEI,english,Google Scholar,2023,"Wang, Chaoxin; Grijalva, Ivan; Caragea, Doina; McCornack, Brian",Detecting common coccinellids found in sorghum using deep learning models,Scientific Reports,9748,1,13,NA,Brittany,"Napo, Pastaza",South America,Animalia,Arthropoda,Insecta,Coleoptera,Coccinellidae,Costus,convexus,No,No,visual classification,NA,NA,Main Data Source,No,NA,NA,Sam,Sam,Ecuador,Other,Image Analysis,Imagery
6MJHM288,english,Google Scholar,2022,"Yu, Xiaohan; Zhao, Yang; Gao, Yongsheng; Xiong, Shengwu",Learning Deep Asymmetric Tolerant Part Representation,IEEE Transactions on Artificial Intelligence,59�68,NA,218,NA,Brittany,Cordillera Oriental,South America,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Gesneriaceae,Glossoloma,magneticristatum,No,No,visual classification,NA,NA,Major Data Source,No,NA,NA,Shawan,Shawan,Colombia,Other,Image Analysis,Imagery
6MQL8SSG,english,Google Scholar,2023,"Burt, Tori V; Collins, Sydney M; Montevecchi, William A",Social Media Reports Inform the Spatio-temporal Distribution of Leach's Storm-Petrel Strandings Across the Island of Newfoundland,Northeastern Naturalist,151–160,2,30,NA,Brittany,Newfoundland,North America,Animalia,Chordata,Aves,Procellariiformes,Hydrobatidae,Hydrobates,leucorhous,Yes,No,NA,NA,NA,Could Not Determine,No,NA,NA,Sam,Sam,Canada,"Climate Change/Environmental Impact, Species Distribution/Range",Descriptive,Observation Data
6NC4K9YT,english,Google Scholar,2020,"Stănescu, Florina; Rozylowicz, Laurenţiu; Tudor, Marian; Cogălniceanu, Dan",Alien vertebrates in RomaniaâA review,Acta Zool. Bulg,583–595,4,72,NA,Shawn,NA,Europe,Animalia,Chordata,Liliopsida,Asparagales,Orchidaceae,Cyrtopodium,valebellae,No,Yes,NA,NA,NA,Minor Data Source,No,NA,NA,Thomas,Thomas,Romania,Species Distribution/Range,Species Distribution,Observation Data
6PK2UYKC,english,Google Scholar,2022,"Kurczewski, Frank E; West, Rick C; Waichert, Cecilia; Pitts, James P",Additional new and unusual host records for Western Hemisphere spider wasps (Hymenoptera: Pompilidae),Insecta Mundi,001-32,2,928,NA,Brittany,Sinaloa,"North America, South America",Animalia,Arthropoda,Insecta,Hymenoptera,Pompilidae,Epidendrum,petacaense,No,No,NA,NA,NA,Major Data Source,No,NA,NA,Brittany,Brittany,Mexico,Biology/Behavior,Image Analysis,Imagery
6PXBUWXH,english,Google Scholar,2019,"Ríos-Saldaña, Andrés Eduardo; Ríos-Saldaña, Carlos Antonio","Northernmost record of Clarkâs Grebe, Aechmophorus clarkii (Lawrence, 1858), in Coahuila state, Mexico",Check List,887–889,5,15,NA,Corey,Coahuila state,North America,Animalia,Chordata,Aves,Podicipediformes,Podicipedidae,Aechmophorus,clarkii,No,No,NA,NA,NA,Major Data Source,No,NA,NA,Nadja,Nadja,Mexico,Species Distribution/Range,Species Distribution,Observation Data
6Q4PJWDW,english,Google Scholar,2022,"de Luna, Manuel; García-Barrios, Roberto; Torres-Arredondo, Brisia","New state records of the woodlouse spider Dysdera crocata CL Koch, 1838 (Araneae: Dysderidae) in Mexico",Revista Chilena de Entomología,NA,2,48,NA,Brittany,NA,North America,Animalia,Arthropoda,Arachnida,Araneae,Dysderidae,Dysdera,crocata,No,Yes,NA,NA,NA,Major Data Source,No,NA,NA,Brittany,Brittany,Mexico,Species Distribution/Range,Species Distribution,"Observation Data, Imagery"
6Q9YBVVF,english,Google Scholar,2023,"Lampert, Evan C; Perez, Gaby; Reyes Alejo, Daleana; Jones, Sydney Marie; Ignatius, Amber","The 2021 emergence of Brood X periodical cicadas Magicicada spp.(Hemiptera: Cicadidae) in Georgia, United States of America",Environmental Entomology,270–278,2,52,NA,Brittany,Georgia,North America,Animalia,Arthropoda,Insecta,Hemiptera,Cicadidae,Magicicada,NA,No,No,visual classification,NA,NA,Minor Data Source,No,NA,NA,Brittany,Brittany,United States of America,"Species Distribution/Range, Biology/Behavior","Descriptive, Species Distribution",Observation Data
6QMRDFT9,english,Google Scholar,2021,"Kingsbury, SE; McAlpine, Donald F; Cheng, Y; Parker, E; Campbell, LM","A review of the non-indigenous Chinese mystery snail, Cipangopaludina chinensis (Viviparidae), in North America, with emphasis on occurrence in Canada and the potential impact on indigenous aquatic species",Environmental Reviews,182–200,2,29,NA,Thomas,NA,"Europe, Asia",Plantae,Tracheophyta,Liliopsida,Asparagales,Iridaceae,Crocus,speciosus ibrahimii,No,No,NA,NA,NA,Minor Data Source,No,NA,NA,Sam,Marina,"Bulgaria, Turkiye",Species Distribution/Range,Could Not Determine,Observation Data
6RFX3YEX,english,Google Scholar,2022,"Niemiller, Matthew L; Hardman, Rebecca; Thames, Dustin; Istvanko, Daniel; Davis, Mark A; Ogle, Chris; NIEMILLER, K DENISE KENDALL; DOOLEY, KATHERINE E; CLARK, TRISTAN M","The distribution and conservation status of the green salamander (Aneides aeneus) in Tennessee, USA",Herpetological Conservation and Biology,249–265,2,17,NA,Brittany,Tennessee,North America,Animalia,Chordata,Amphibia,Caudata,Plethodontidae,Aneides,aeneus,Yes,No,NA,NA,NA,Minor Data Source,No,NA,NA,Shawan,Shawan,United States of America,Species Distribution/Range,Species Distribution,Observation Data
6RJ7WHPB,english,Google Scholar,2021,"Jablonski, Daniel; Sillero, Neftalí; Oskyrko, Oleksandra; Bellati, Adriana; Čeirāns, Andris; Cheylan, Marc; Cogălniceanu, Dan; Crnobrnja-Isailović, Jelka; Crochet, Pierre-André; Crottini, Angelica; others","The distribution and biogeography of slow worms (Anguis, Squamata) across the Western Palearctic, with an emphasis on secondary contact zones",Amphibia-Reptilia,519–530,4,42,had to access through UF library website,Sam,NA,Europe,Animalia,Arthropoda,Insecta,Lepidoptera,NA,NA,NA,Yes,No,social science,No analysis,NA,Major Data Source,No,NA,NA,Sam,Levi,NA,Other,Other,Imagery
6S7WBY9B,english,Google Scholar,2023,"Xu, Junyan; Zhao, Wei; Zhao, Hong",Coarse-to-fine knowledge transfer based long-tailed classification via bilateral-sampling network,International Journal of Machine Learning and Cybernetics,1–14,1,18,NA,Brittany,Eastern Highliands,Oceania,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Cryptostylis,leptochila,No,No,visual classification,NA,NA,Minor Data Source,No,NA,NA,Brittany,Brittany,Australia,Other,Image Analysis,Imagery
6SN3AE7W,english,Google Scholar,2021,"Ferreira, Miguel R; Almeida, Alice Maria; Quintela-Sabarís, Celestino; Roque, Natália; Fernandez, Paulo; Ribeiro, Maria Margarida",The role of littoral cliffs in the niche delimitation on a microendemic plant facing climate change,Plos one,e0258976,10,16,NA,Shawn,NA,Europe,Plantae,Tracheophyta,Magnoliopsida,Malvales,Cistaceae,Cistus,ladanifer,Yes,No,NA,NA,NA,Major Data Source,No,NA,NA,Thomas,Thomas,Portugal,"Species Distribution/Range, Climate Change/Environmental Impact",Species Distribution,Observation Data
6U38R3GW,english,Google Scholar,2022,"Pfeiler, Edward; Nazario-Yepiz, Nestor O; Hernández-Cervantes, Pablo Luis; Markow, Therese Ann","Phenotypic diversity, population genetics and interspecific relationships of the Neotropical banded peacock butterfly Anartia fatima (Nymphalidae: Nymphalinae)",Biological Journal of the Linnean Society,135–144,1,136,NA,Brittany,Hong Kong,North America,Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Anartia,fatima,No,No,NA,NA,NA,Major Data Source,No,NA,NA,Jackson,Jackson,Mexico,Biology/Behavior,Image Analysis,Imagery
6U88M5PI,english,Google Scholar,2022,"Picek, Lukáš; Šulc, Milan; Matas, Jiří; Heilmann-Clausen, Jacob; Jeppesen, Thomas S; Lind, Emil",Automatic fungi recognition: Deep learning meets mycology,Sensors,633,2,22,NA,Brittany,Hong Kong,Asia,Fungi,Cnidaria,NA,NA,NA,NA,NA,No,No,NA,NA,NA,Minor Data Source,No,NA,NA,Brittany,Brittany,China,Data Quality/Comparison,Descriptive,Observation Data
6UUAN87N,english,Google Scholar,2021,"Petersen, Wyatt Joseph; Savini, Tommaso; Gray, Thomas NE; Baker-Whatton, Megan; Bisi, Francesco; Chutipong, Wanlop; Cremonesi, Giacomo; Gale, George A; Mohamad, Shariff Wan; Rayan, D Mark; others",Identifying conservation priorities for an understudied species in decline: Golden cats (Catopuma temminckii) in mainland Tropical Asia,Global Ecology and Conservation,e01762,10,30,Data from iNat,Jackson,NA,Asia,Animalia,Chordata,Mammalia,Carnivora,Felidae,Catopuma,temmincki,Yes,No,visual classification,NA,NA,Minor Data Source,No,NA,NA,Simon,Simon,NA,"Species Distribution/Range, Climate Change/Environmental Impact",Species Distribution,Observation Data
6V3M8GCE,english,Google Scholar,2021,"Silva, Daniela Santos Martins; Tavares, Gustavo Costa; Fianco, Marcos; Gonzalez, Jorge M","First report of the rare arboreal grasshopper Bactrophora dominans Westwood, 1842 (Insecta, Orthoptera, Caelifera, Romaleidae) from Brazil",Check List,895–903,3,17,obs used,Mark,NA,South America,Animalia,Arthropoda,Insecta,Orthoptera,Romaleidae,Bactrophora,dominans,No,No,NA,NA,NA,Major Data Source,No,NA,NA,Quentin,Quentin,Brazil,Species Distribution/Range,Species Distribution,Observation Data
6VSR272P,english,Google Scholar,2023,"Berryman, Alex J; Collar, Nigel J; Crozariol, Marco A; Gussoni, Carlos OA; Kirwan, Guy M; Sharpe, Christopher J","The distribution, ecology and conservation status of the long-tailed woodnymph Thalurania watertonii",Ornithology Research,1–12,1,31,NA,Brittany,Hong Kong,South America,Animalia,Chordata,Aves,Caprimulgiformes,Trochilidae,Thalurania,watertonii,Yes,No,NA,NA,NA,Minor Data Source,No,NA,NA,Sam,Sam,Brazil,"Species Distribution/Range, Biodiversity/Population Assessment","Species Distribution, Population Measure",Observation Data
6WDQREA4,english,Google Scholar,2023,"Zhang, Hu; Zhu, Linchao; Wang, Xiaohan; Yang, Yi",Divide and Retain: A Dual-Phase Modeling for Long-Tailed Visual Recognition,IEEE Transactions on Neural Networks and Learning Systems,e20220070,NA,66,NA,Brittany,NA,South America,Animalia,Arthropoda,Insecta,Neuroptera,Myrmeleontidae,Ascalorphne,NA,No,No,visual classification,NA,NA,Minor Data Source,No,NA,NA,Brittany,Brittany,NA,Other,Image Analysis,Imagery
6X99JHQU,english,Google Scholar,2020,"Ancillotto, Leonardo; Bosso, Luciano; Smeraldo, Sonia; Mori, Emiliano; Mazza, Giuseppe; Herkt, Matthias; Galimberti, Andrea; Ramazzotti, Fausto; Russo, Danilo","An African bat in Europe, Plecotus gaisleri: Biogeographic and ecological insights from molecular taxonomy and Species Distribution Models",Ecology and Evolution,5785–5800,12,10,used iNat to build an SDM,Colleen,NA,"Africa, Europe",Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Plecotus,gaisleri,No,No,NA,NA,NA,Major Data Source,No,NA,NA,Marina,Marina,NA,Species Distribution/Range,Species Distribution,Observation Data
6XLCZWWF,english,Google Scholar,2023,"Wang, Zhengyang; Chan, Wei-Ping; Pham, Nhat Tan; Zeng, Jimmy; Pierce, Naomi E; Lohman, David J; Meng, Weilin",One in five butterfly species sold online across borders,Biological Conservation,110092,1,283,NA,Brittany,Guayaquil,South America,Animalia,Arthropoda,Insecta,Lepidoptera,Papilionoidea,NA,NA,No,No,NA,NA,NA,Minor Data Source,No,NA,"Some of the species pulled from iNaturalist are conservation concern, but they were not specifically targeted from the iNaturalist database, so I put ""no"" for that column",Brittany,Brittany,Ecuador,Biodiversity/Population Assessment,Population Measure,Observation Data
6YIBW9P8,english,Google Scholar,2021,"Nizar, Nur Marahaini Mohd; Jahanshiri, Ebrahim; Tharmandram, Anil Shekar; Salama, Ayman; Sinin, Siti Sarah Mohd; Abdullah, Nurul Jannah; Zolkepli, Husna; Wimalasiri, Eranga M; Suhairi, Tengku Adhwa Syaherah Tengku Mohd; Hussin, Hilda; others",Underutilised crops database for supporting agricultural diversification,Computers and Electronics in Agriculture,105920,2,180,iNat database appears to be part of core database,Mark,NA,South America,Animalia,Arthropoda,Insecta,Diptera,Syrphidae,Eristalinus,taeniops,No,No,database construction,data standards,data standards,Minor Data Source,No,NA,NA,Quentin,Quentin,Paraguay,Other,Other,Other
6YT3EUV8,english,Google Scholar,2020,"Prevéy, Janet S; Parker, Lauren E; Harrington, Constance A",Projected impacts of climate change on the range and phenology of three culturally-important shrub species,PloS one,e0232537,5,15,NA,Brittany,NA,North America,Plantae,Tracheophyta,Magnoliopsida,Hemiptera,Reduviidae,Neoanthylla,"bucki, peruviana, horvathi",No,No,NA,NA,NA,Minor Data Source,No,NA,NA,Baasanmunkh,Munkh,United States of America,"Species Distribution/Range, Climate Change/Environmental Impact",Species Distribution,Observation Data
